first_name,last_name,full_name,year_id,set_id,card_number,team,onbase,strikeout,groundball,flyball,base_on_balls,single,single_plus,double,triple,homerun,points,speed,hand,starting_position,fielding_one,starting_position_two,fielding_two,starting_position_three,fielding_three,starting_position_four,fielding_four,total_outs,extra_base_hits,number_of_positions
Wiki,Gonzalez,Wiki Gonzalez,2001,BS,357,Padres,6,0,3,1,5,6,0,3,1,1,50,15,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Damian,Jackson,Damian Jackson,2001,BS,359,Padres,8,4,1,0,5,4,2,2,1,1,250,20,R,2B,3,SS,3,NULL,NULL,NULL,NULL,5,6,2
Ryan,Klesko,Ryan Klesko,2001,BS,360,Padres,9,1,2,1,7,3,1,2,0,3,380,20,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Phil,Nevin,Phil Nevin,2001,BS,361,Padres,9,3,2,0,3,7,0,2,0,3,360,15,R,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Eric,Owens,Eric Owens,2001,BS,362,Padres,8,0,4,0,2,10,2,1,1,0,180,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,4,2
Desi,Relaford,Desi Relaford,2001,BS,363,Padres,8,1,2,2,9,4,1,0,0,1,170,20,S,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,5,2,1
Ruben,Rivera,Ruben Rivera,2001,BS,364,Padres,6,3,0,0,7,2,1,1,2,4,140,15,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,8,2
Rich,Aurilia,Rich Aurilia,2001,BS,368,Giants,8,1,1,3,4,7,0,2,0,2,200,10,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Marvin,Benard,Marvin Benard,2001,BS,369,Giants,8,1,3,0,5,6,1,2,1,1,230,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,5,2
Barry,Bonds,Barry Bonds,2001,BS,370,Giants,10,1,0,2,7,2,1,2,0,5,650,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1
Ellis,Burks,Ellis Burks,2001,BS,371,Giants,10,0,2,1,4,7,0,2,1,3,540,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Bobby,Estalella,Bobby Estalella,2001,BS,372,Giants,7,3,0,0,9,1,0,3,1,3,190,15,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Jeff,Kent,Jeff Kent,2001,BS,375,Giants,10,1,0,2,5,5,1,2,1,3,580,15,R,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Doug,Mirabelli,Doug Mirabelli,2001,BS,376,Giants,7,3,0,1,8,4,0,2,1,1,100,15,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Bill,Mueller,Bill Mueller,2001,BS,377,Giants,8,0,3,2,4,8,0,2,0,1,170,15,S,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Calvin,Murray,Calvin Murray,2001,BS,378,Giants,8,1,0,4,7,4,2,2,0,0,130,20,R,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Armando,Rios,Armando Rios,2001,BS,381,Giants,7,1,1,1,5,3,1,3,2,3,200,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,9,1
J.,T. Snow,J. T. Snow,2001,BS,384,Giants,9,3,1,1,5,6,0,2,0,2,250,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
David,Bell,David Bell,2001,BS,386,Mariners,7,0,2,2,5,7,0,2,0,2,140,15,R,2B,2,3B,2,NULL,NULL,NULL,NULL,4,4,2
Jay,Buhner,Jay Buhner,2001,BS,387,Mariners,8,3,0,0,8,3,0,1,0,5,310,10,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Mike,Cameron,Mike Cameron,2001,BS,388,Mariners,9,3,0,2,6,4,1,2,0,2,350,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,5,2
Rickey,Henderson,Rickey Henderson,2001,BS,390,Mariners,9,1,2,2,9,4,2,0,0,0,170,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,2,1
Al,Martin,Al Martin,2001,BS,391,Mariners,8,1,4,0,2,8,1,0,2,2,210,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Edgar,Martinez,Edgar Martinez,2001,BS,392,Mariners,10,1,1,1,6,6,0,2,0,3,460,15,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Mark,McLemore,Mark McLemore,2001,BS,393,Mariners,8,0,2,2,8,5,2,1,0,0,170,20,S,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
John,Olerud,John Olerud,2001,BS,394,Mariners,9,0,2,1,7,6,0,3,0,1,230,10,L,1B,1,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Alex,Rodriguez,Alex Rodriguez,2001,BS,397,Mariners,10,2,1,0,7,4,1,2,0,3,550,15,R,SS,4,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Dan,Wilson,Dan Wilson,2001,BS,400,Mariners,6,1,1,1,3,12,0,0,0,2,70,15,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,3,2,1
Will,Clark,Will Clark,2001,BS,402,Cardinals,10,1,1,2,6,6,0,2,0,2,400,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
J.,D. Drew,J. D. Drew,2001,BS,403,Cardinals,9,3,0,0,7,6,1,1,0,2,340,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Jim,Edmonds,Jim Edmonds,2001,BS,404,Cardinals,10,3,0,1,7,4,0,1,0,4,560,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,5,2
Ray,Lankford,Ray Lankford,2001,BS,407,Cardinals,9,5,0,0,7,3,0,1,1,3,350,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Mike,Matheny,Mike Matheny,2001,BS,408,Cardinals,7,3,2,0,2,10,0,2,0,1,110,10,R,C,10,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Mark,McGwire,Mark McGwire,2001,BS,409,Cardinals,10,2,0,0,10,2,0,1,0,5,580,10,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,2,6,1
Craig,Paquette,Craig Paquette,2001,BS,410,Cardinals,6,3,0,2,2,5,0,3,1,4,120,15,R,3B,1,LFRF,1,NULL,NULL,NULL,NULL,5,8,2
Placido,Polanco,Placido Polanco,2001,BS,411,Cardinals,8,0,4,1,0,12,0,1,1,1,220,15,R,2B,4,SS,3,NULL,NULL,NULL,NULL,5,3,2
Edgar,Renteria,Edgar Renteria,2001,BS,412,Cardinals,8,0,3,1,4,7,1,2,0,2,270,20,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Fernando,Tatis,Fernando Tatis,2001,BS,414,Cardinals,8,2,0,1,9,3,0,2,0,3,260,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Fernando,Vina,Fernando Vina,2001,BS,417,Cardinals,9,0,2,2,5,8,1,1,1,0,240,15,L,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Miguel,Cairo,Miguel Cairo,2001,BS,418,Devil Rays,7,0,3,1,3,8,3,2,0,0,90,20,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Vinny,Castilla,Vinny Castilla,2001,BS,419,Devil Rays,5,0,3,0,0,13,0,0,0,4,30,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Steve,Cox,Steve Cox,2001,BS,420,Devil Rays,9,0,3,1,6,6,0,2,0,2,260,10,L,LFRF,1,1B,0,NULL,NULL,NULL,NULL,4,4,2
John,Flaherty,John Flaherty,2001,BS,422,Devil Rays,6,0,1,3,0,13,0,0,0,3,70,10,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Jose,Guillen,Jose Guillen,2001,BS,423,Devil Rays,8,2,2,1,4,5,0,2,1,3,260,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Russ,Johnson,Russ Johnson,2001,BS,425,Devil Rays,7,1,1,2,5,9,1,0,0,1,90,15,R,2B,3,3B,2,NULL,NULL,NULL,NULL,4,2,2
Felix,Martinez,Felix Martinez,2001,BS,427,Devil Rays,6,1,2,0,6,7,1,1,1,1,90,20,S,SS,4,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Fred,McGriff,Fred McGriff,2001,BS,428,Devil Rays,9,2,2,1,5,7,0,0,0,3,270,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Greg,Vaughn,Greg Vaughn,2001,BS,430,Devil Rays,8,3,0,0,8,2,1,2,0,4,300,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Gerald,Williams,Gerald Williams,2001,BS,431,Devil Rays,7,1,3,1,1,8,1,2,0,3,160,15,R,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Luis,Alicea,Luis Alicea,2001,BS,433,Rangers,9,0,1,4,4,9,0,1,1,0,190,10,S,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,2,1
Frank,Catalanotto,Frank Catalanotto,2001,BS,434,Rangers,9,0,2,2,5,7,1,1,0,2,300,15,L,2B,2,1B,0,NULL,NULL,NULL,NULL,4,4,2
Royce,Clayton,Royce Clayton,2001,BS,435,Rangers,7,1,4,1,3,6,1,1,1,2,160,20,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,6,5,1
Chad,Curtis,Chad Curtis,2001,BS,437,Rangers,8,2,1,1,5,7,0,3,0,1,160,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Rusty,Greer,Rusty Greer,2001,BS,438,Rangers,9,0,3,1,5,6,0,4,0,1,270,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Gabe,Kapler,Gabe Kapler,2001,BS,440,Rangers,8,0,2,1,3,8,1,3,0,2,240,15,R,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Mike,Lamb,Mike Lamb,2001,BS,441,Rangers,7,0,3,1,1,12,0,2,0,1,60,10,L,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Ricky,Ledee,Ricky Ledee,2001,BS,442,Rangers,7,2,1,1,6,5,1,1,1,2,140,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Rafael,Palmeiro,Rafael Palmeiro,2001,BS,443,Rangers,9,0,1,3,6,5,0,1,0,4,390,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Ivan,Rodriguez,Ivan Rodriguez,2001,BS,444,Rangers,9,0,4,1,0,6,1,3,1,4,530,15,R,C,9,NULL,NULL,NULL,NULL,NULL,NULL,5,9,1
Tony,Batista,Tony Batista,2001,BS,448,Blue Jays,7,3,1,1,1,6,0,2,0,6,290,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,8,1
Jose,Cruz Jr.,Jose Cruz Jr.,2001,BS,449,Blue Jays,7,2,1,1,5,3,1,2,1,4,270,20,S,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Carlos,Delgado,Carlos Delgado,2001,BS,450,Blue Jays,11,1,2,0,7,4,0,3,0,3,610,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Darrin,Fletcher,Darrin Fletcher,2001,BS,452,Blue Jays,8,0,3,1,0,11,0,2,0,3,250,10,L,C,3,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Brad,Fullmer,Brad Fullmer,2001,BS,453,Blue Jays,8,0,2,3,2,6,0,3,0,4,270,15,L,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Alex,S. Gonzalez,Alex S. Gonzalez,2001,BS,454,Blue Jays,7,3,2,0,3,7,0,3,0,2,130,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Raul,Mondesi,Raul Mondesi,2001,BS,458,Blue Jays,7,1,2,0,4,3,3,2,0,5,280,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,10,1
Mickey,Morandini,Mickey Morandini,2001,BS,459,Blue Jays,7,1,1,2,3,10,1,1,1,0,80,15,L,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Shannon,Stewart,Shannon Stewart,2001,BS,461,Blue Jays,9,1,3,1,2,7,1,3,0,2,370,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Randy,Velarde,Randy Velarde,2001,PR,1,Rangers,8,1,2,0,5,8,1,2,0,1,210,15,R,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Adam,Piatt,Adam Piatt,2001,PR,6,Athletics,8,4,0,1,5,7,0,0,1,2,170,15,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Ben,Grieve,Ben Grieve,2001,PR,7,Devil Rays,8,2,1,0,5,6,0,3,0,3,250,10,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Homer,Bush,Homer Bush,2001,PR,14,Blue Jays,7,1,3,0,2,11,2,1,0,0,110,20,R,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Juan,Pierre,Juan Pierre,2001,PR,17,Rockies,8,0,3,0,1,13,2,0,1,0,180,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,3,2
Jose,Valentin,Jose Valentin,2001,PR,18,White Sox,8,2,0,2,4,4,1,3,1,3,400,20,S,SS,3,OF,1,NULL,NULL,NULL,NULL,4,8,2
Juan,Gonzalez,Juan Gonzalez,2001,PR,19,Indians,8,2,1,2,2,6,0,3,0,4,290,10,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Derek,Bell,Derek Bell,2001,PR,20,Pirates,8,2,2,0,6,5,1,2,0,2,200,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Enrique,Wilson,Enrique Wilson,2001,PR,23,Pirates,7,0,3,1,2,9,1,3,0,1,140,15,S,SS,3,3B,1,NULL,NULL,NULL,NULL,4,5,2
Dave,Magadan,Dave Magadan,2001,PR,24,Padres,9,0,2,1,8,7,0,1,0,1,190,10,L,3B,1,1B,1,NULL,NULL,NULL,NULL,3,2,2
Jimmy,Rollins,Jimmy Rollins,2001,PR,33,Phillies,7,2,2,1,4,5,2,1,2,1,170,20,S,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Sandy,Alomar Jr.,Sandy Alomar Jr.,2001,PR,35,White Sox,7,0,2,1,0,12,0,3,0,2,130,10,R,C,3,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Roosevelt,Brown,Roosevelt Brown,2001,PR,38,Cubs,7,2,0,1,3,8,1,3,0,2,120,15,L,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Alex,Rodriguez,Alex Rodriguez,2001,PR,39,Rangers,10,1,1,0,7,4,1,2,0,4,640,15,R,SS,4,NULL,NULL,NULL,NULL,NULL,NULL,2,7,1
Andres,Galarraga,Andres Galarraga,2001,PR,40,Rangers,9,1,2,0,5,7,1,2,1,1,370,15,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Chris,Stynes,Chris Stynes,2001,PR,49,Red Sox,9,1,3,0,2,10,0,2,0,2,350,15,R,2B,3,3B,2,NULL,NULL,NULL,NULL,4,4,2
Todd,Walker,Todd Walker,2001,PR,51,Rockies,8,0,2,1,4,8,1,2,1,1,180,15,L,2B,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Fernando,Seguignol,Fernando Seguignol,2001,PR,52,Expos,7,5,0,0,3,5,0,3,0,4,190,10,S,1B,0,LFRF,0,NULL,NULL,NULL,NULL,5,7,2
Billy,McMillon,Billy McMillon,2001,PR,55,Tigers,9,2,0,2,6,7,0,2,0,1,160,10,L,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Gary,Bennett,Gary Bennett,2001,PR,56,Phillies,7,2,1,0,6,7,0,2,0,2,110,10,R,C,4,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Corey,Patterson,Corey Patterson,2001,PR,57,Cubs,5,3,0,0,4,2,3,2,1,5,100,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,11,2
Joe,Crede,Joe Crede,2001,PR,59,White Sox,7,2,0,1,3,10,0,1,0,3,140,10,R,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
A.J.,Pierzynski,A.J. Pierzynski,2001,PR,60,Twins,7,1,1,3,0,9,0,4,1,1,130,15,L,C,4,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Ben,Davis,Ben Davis,2001,PR,61,Padres,7,5,1,0,5,6,0,1,0,2,110,15,S,C,3,NULL,NULL,NULL,NULL,NULL,NULL,6,3,1
Ron,Gant,Ron Gant,2001,PR,66,Rockies,8,1,1,1,5,5,0,1,1,5,370,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Jerry,Hairston Jr.,Jerry Hairston Jr.,2001,PR,67,Orioles,8,0,2,1,7,6,1,2,0,1,240,20,R,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
David,Segui,David Segui,2001,PR,70,Orioles,9,0,3,0,3,10,0,2,0,2,300,10,S,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Russ,Davis,Russ Davis,2001,PR,71,Giants,7,3,0,3,2,7,0,1,0,4,180,15,R,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,6,5,1
Rico,Brogna,Rico Brogna,2001,PR,75,Braves,7,3,2,0,2,8,0,3,0,2,100,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Ellis,Burks,Ellis Burks,2001,PR,81,Indians,10,0,2,1,5,7,0,1,1,3,520,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Alfonso,Soriano,Alfonso Soriano,2001,PR,82,Yankees,6,4,0,1,0,7,1,4,1,2,110,20,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,8,1
Wes,Helms,Wes Helms,2001,PR,84,Braves,6,4,0,1,0,10,0,1,1,3,60,10,R,3B,1,1B,0,NULL,NULL,NULL,NULL,5,5,2
Erubiel,Durazo,Erubiel Durazo,2001,PR,86,Diamondbacks,9,2,0,1,7,6,0,1,0,3,320,10,L,LFRF,1,1B,0,NULL,NULL,NULL,NULL,3,4,2
Jose,Ortiz,Jose Ortiz,2001,PR,88,Athletics,8,1,0,3,3,8,1,2,0,2,230,15,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Bubba,Trammell,Bubba Trammell,2001,PR,93,Padres,8,3,1,1,5,5,1,2,0,2,190,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Jacob,Cruz,Jacob Cruz,2001,PR,95,Indians,9,0,5,0,3,8,0,3,0,1,250,15,L,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
DAngelo,Jiminez,DAngelo Jiminez,2001,PR,99,Yankees,7,3,1,1,5,8,0,0,1,1,90,15,S,SS,2,2B,0,NULL,NULL,NULL,NULL,5,2,2
Julio,Zuleta,Julio Zuleta,2001,PR,100,Cubs,7,5,0,1,1,6,0,3,0,4,180,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,6,7,1
Charles,Johnson,Charles Johnson,2001,PR,101,Marlins,9,3,1,0,5,6,0,2,0,3,370,10,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Tsuyoshi,Shinjo,Tsuyoshi Shinjo,2001,PR,102,Mets,6,5,1,0,2,5,2,1,0,4,130,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,6,7,2
Marcus,Giles,Marcus Giles,2001,PR,104,Braves,7,3,1,1,6,4,1,2,0,2,150,20,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Craig,Counsell,Craig Counsell,2001,PR,105,Diamondbacks,8,1,2,2,4,9,0,1,1,0,150,15,L,SS,3,2B,2,3B,2,NULL,NULL,5,2,3
Ruben,Mateo,Ruben Mateo,2001,PR,106,Rangers,7,3,2,0,1,7,1,3,0,3,220,20,R,CF,2,LFRF,2,NULL,NULL,NULL,NULL,5,7,2
Marlon,Anderson,Marlon Anderson,2001,PR,108,Phillies,7,1,2,2,3,8,1,1,1,1,120,20,L,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Mark,Grace,Mark Grace,2001,PR,109,Diamondbacks,10,0,1,3,7,5,0,3,0,1,300,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Russ,Branyan,Russ Branyan,2001,PR,110,Indians,7,5,0,0,6,2,0,0,1,6,240,10,L,3B,1,LFRF,1,NULL,NULL,NULL,NULL,5,7,2
Jason,LaRue,Jason LaRue,2001,PR,113,Reds,5,2,0,0,4,4,1,4,0,5,80,15,R,C,3,NULL,NULL,NULL,NULL,NULL,NULL,2,10,1
Benji,Gil,Benji Gil,2001,PR,114,Angels,7,2,2,0,6,6,1,2,0,1,130,20,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Bill,Mueller,Bill Mueller,2001,PR,115,Cubs,8,0,3,2,4,8,0,2,0,1,170,15,S,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Timoniel,Perez,Timoniel Perez,2001,PR,118,Mets,7,0,1,2,0,11,1,3,1,1,150,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Johnny,Damon,Johnny Damon,2001,PR,119,Athletics,9,0,2,2,4,6,2,2,1,1,340,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,6,2
Mike,Darr,Mike Darr,2001,PR,123,Padres,7,1,2,0,4,8,1,2,1,1,160,20,L,OF,2,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Felipe,Crespo,Felipe Crespo,2001,PR,124,Giants,8,1,1,2,3,8,1,1,1,2,230,15,S,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Luis,Rivas,Luis Rivas,2001,PR,127,Twins,7,1,2,2,3,6,1,4,1,0,110,20,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Aubrey,Huff,Aubrey Huff,2001,PR,129,Devil Rays,8,2,0,2,4,7,0,3,0,2,200,10,L,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Paul,Lo Duca,Paul Lo Duca,2001,PR,130,Dodgers,7,0,3,2,4,7,1,2,0,1,100,15,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Eric,Davis,Eric Davis,2001,PR,131,Giants,9,2,2,0,6,8,0,1,0,1,220,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,2,1
Fernando,Tatis,Fernando Tatis,2001,PR,132,Expos,9,3,0,1,7,3,1,2,0,3,370,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Scott,Hatteberg,Scott Hatteberg,2001,PR,136,Red Sox,9,1,2,1,7,6,0,2,0,1,180,10,L,C,0,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Melvin,Mora,Melvin Mora,2001,PR,138,Orioles,8,2,1,2,4,7,1,1,1,1,170,20,R,OF,0,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Ken,Caminiti,Ken Caminiti,2001,PR,140,Rangers,9,1,1,1,7,5,1,1,0,3,380,15,S,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Dave,Martinez,Dave Martinez,2001,PR,141,Braves,8,1,1,2,4,9,1,1,1,0,110,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Robert,Fick,Robert Fick,2001,PR,142,Tigers,7,3,1,1,6,4,1,1,1,2,130,20,L,C,2,1B,0,NULL,NULL,NULL,NULL,5,5,2
Mike,Bordick,Mike Bordick,2001,PR,143,Orioles,8,1,1,2,3,8,1,2,0,2,230,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Doug,Mientkiewicz,Doug Mientkiewicz,2001,PR,144,Twins,8,2,0,2,4,8,0,2,0,2,190,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Darryl,Hamilton,Darryl Hamilton,2001,PR,145,Mets,9,0,3,2,4,9,0,1,1,0,220,15,L,CF,3,LFRF,2,NULL,NULL,NULL,NULL,5,2,2
Vernon,Wells,Vernon Wells,2001,PR,147,Blue Jays,6,4,1,0,4,3,2,3,1,2,100,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,8,2
Rey,Ordonez,Rey Ordonez,2001,PR,148,Mets,6,0,2,1,3,11,1,2,0,0,10,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,3,3,1
Brad,Ausmus,Brad Ausmus,2001,PR,149,Astros,8,0,2,1,7,6,1,2,0,1,200,15,R,C,8,1B,0,NULL,NULL,NULL,NULL,3,4,2
Todd,Hundley,Todd Hundley,2001,PR,151,Cubs,8,4,0,1,5,4,0,1,0,5,330,10,S,C,2,1B,0,NULL,NULL,NULL,NULL,5,6,2
Tyler,Houston,Tyler Houston,2001,PR,153,Brewers,6,3,1,1,0,5,0,3,0,7,240,15,L,C,4,3B,3,NULL,NULL,NULL,NULL,5,10,2
Manny,Ramirez,Manny Ramirez,2001,PR,155,Red Sox,10,2,0,0,6,6,0,3,0,3,490,10,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,2,6,1
Luis,Lopez,Luis Lopez,2001,PR,156,Brewers,7,3,1,1,3,7,0,3,0,2,180,15,S,2B,3,SS,2,NULL,NULL,NULL,NULL,5,5,2
Luis,Sojo,Luis Sojo,2001,PR,157,Yankees,7,0,3,2,0,10,0,3,0,2,180,15,R,2B,4,3B,1,NULL,NULL,NULL,NULL,5,5,2
Tony,Gwynn,Tony Gwynn,2001,PR,158,Padres,9,0,2,2,1,11,0,3,0,1,260,15,L,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Roger,Cedeno,Roger Cedeno,2001,PR,159,Tigers,9,1,2,0,6,6,4,0,1,0,260,20,S,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Royce,Clayton,Royce Clayton,2001,PR,160,White Sox,7,1,3,1,3,7,1,1,1,2,150,15,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Olmedo,Saenz,Olmedo Saenz,2001,PR,161,Athletics,9,2,2,0,6,6,0,2,0,2,220,10,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Brook,Fordyce,Brook Fordyce,2001,PR,162,Orioles,7,1,0,2,3,9,0,1,0,4,190,10,R,C,3,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Dee,Brown,Dee Brown,2001,PR,163,Royals,6,5,0,0,2,6,1,2,1,3,100,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Jack,Wilson,Jack Wilson,2001,PR,165,Pirates,7,3,2,1,3,7,0,2,1,1,100,15,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,6,4,1
Pedro,Feliz,Pedro Feliz,2001,PR,166,Giants,5,1,0,1,0,8,0,2,1,7,130,10,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,2,10,1
